Area,Parent Task,Task,Dataset,Best method name,Primary metric,Primary metric - is higher better?,Metric first reported value,2013,2014,2015,2016,2017,2018,2019
Computer Vision,Autonomous Vehicles,Traffic Sign Recognition,GTSRB,MCDNN,Accuracy,TRUE,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Computer Vision,Trajectory Prediction,Trajectory Prediction,GPS,Support Vector Machines,Accuracy,TRUE,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
Computer Vision,Object Detection,Object Proposal Generation,"PASCAL VOC 2012, 60 proposals per image",Recurrent Pixel Embedding,Average Recall,TRUE,0.67,,,,,0.81,0.81,0.81
Computer Vision,Object Recognition,3D Object Recognition,ModelNet40,MVCNN-MultiRes,Accuracy,TRUE,0.94,,,,0.94,0.94,0.94,0.94
Computer Vision,Human Part Segmentation,Human Part Segmentation,CIHP,Parsing R-CNN + ResNext101,Mean IoU,TRUE,55.80,,,,,,61.10,61.10
Computer Vision,Human Part Segmentation,Human Part Segmentation,MHP v2.0,Parsing R-CNN + ResNext101,Mean IoU,TRUE,41.80,,,,,,41.80,41.80
Computer Vision,Image Classification,Sequential Image Classification,Sequential MNIST,BN LSTM,Permuted Accuracy,TRUE,0.82,,,0.88,0.95,0.95,0.95,0.95
Computer Vision,Human Parsing,Multi-Human Parsing,MHP v1.0,NAN,AP 0.5,TRUE,0.53,,,,,0.53,0.57,0.57
Computer Vision,Human Parsing,Multi-Human Parsing,MHP v2.0,NAN,AP 0.5,TRUE,0.15,,,,,0.18,0.25,0.25
Computer Vision,Human Parsing,Multi-Human Parsing,PASCAL-Person-Part,NAN,AP 0.5,TRUE,0.39,,,0.39,0.39,0.41,0.60,0.60
Computer Vision,3D,3D Object Classification,ModelNet40,3D-PointCapsNet,Classification Accuracy,TRUE,0.89,,,,,,0.89,0.89
Computer Vision,Image-to-Image Translation,Multimodal Unsupervised Image-To-Image Translation,Edge-to-Shoes,MUNIT,Diversity,TRUE,0.01,,,,,0.10,0.11,0.11
Computer Vision,Image-to-Image Translation,Multimodal Unsupervised Image-To-Image Translation,Edge-to-Handbags,MUNIT,Diversity,TRUE,0.02,,,,,0.14,0.18,0.18
Computer Vision,Image-to-Image Translation,Multimodal Unsupervised Image-To-Image Translation,Cats-and-Dogs,MUNIT,CIS,TRUE,0.12,,,,,0.12,1.04,1.04
Computer Vision,Facial Recognition and Modelling,Age Estimation,MORPH Album2,CORAL,MAE,TRUE,2.42,,,,2.42,2.42,2.42,2.59
Computer Vision,Facial Recognition and Modelling,Age Estimation,AFAD,CORAL,MAE,TRUE,3.48,,,,,,,3.48
Computer Vision,Facial Recognition and Modelling,Age Estimation,CACD,CORAL,MAE,TRUE,5.35,,,,,,,5.35
Computer Vision,Facial Recognition and Modelling,Age Estimation,UTKFace,CORAL,MAE,TRUE,5.39,,,,,,,5.39
Computer Vision,Object Detection,Medical Object Detection,Barrett’s Esophagus,Attention-based model,Mean Accuracy,TRUE,0.74,,,,,0.74,0.81,0.81
Computer Vision,Line segment detection,Line segment detection,wireframe dataset,atrous Residual U-Net,F1 score,TRUE,0.77,,,,,,,0.77
Computer Vision,Scene Text Detection,Curved Text Detection,SCUT-CTW1500,PSENet-1s,F-Measure,TRUE,0.41,,,,,0.73,0.81,0.81
Computer Vision,3D Reconstruction,3D Room Layouts From A Single Rgb Panorama,PanoContext,HorizonNet,3DIoU,TRUE,0.74,,,,,,0.77,0.82
Computer Vision,3D Reconstruction,3D Room Layouts From A Single Rgb Panorama,Stanford 2D-3D,HorizonNet,3DIoU,TRUE,0.76,,,,,,0.79,0.80
Computer Vision,3D Reconstruction,3D Room Layouts From A Single Rgb Panorama,Realtor360,DuLa-Net,3DIoU,TRUE,0.63,,,,,,0.77,0.77
Computer Vision,Facial Recognition and Modelling,Facial Inpainting,VggFace2,SymmFCNet (Full),PSNR,TRUE,27.81,,,,,,27.81,27.81
Computer Vision,Facial Recognition and Modelling,Facial Inpainting,WebFace,SymmFCNet (Full),PSNR,TRUE,27.22,,,,,,27.22,27.22
Computer Vision,Object Detection,Video Object Detection,ImageNet VID,FGFA + Seq-NMS,MAP,TRUE,0.80,,,,,0.80,0.80,0.80
Computer Vision,Face Detection,Occluded Face Detection,MAFA,FAN,MAP,TRUE,0.77,,,,,0.88,0.88,0.88
Computer Vision,Sketch,Face Sketch Synthesis,CUHK,Residual net + Pseudo Sketch Feature Loss + LSGAN,FSIM,TRUE,0.74,,,,,0.74,0.74,0.74
Computer Vision,Sketch,Face Sketch Synthesis,CUFS,Residual net + Pseudo Sketch Feature Loss + LSGAN,FSIM,TRUE,0.73,,,,,,0.73,0.73
Computer Vision,Sketch,Face Sketch Synthesis,CUFSF,Residual net + Pseudo Sketch Feature Loss + LSGAN,FSIM,TRUE,0.72,,,,,,0.72,0.72
Computer Vision,Facial Recognition and Modelling,Facial Action Unit Detection,BP4D,Multi-View,Average Accuracy,TRUE,0.56,,,,,0.82,0.82,0.82
Computer Vision,Facial Recognition and Modelling,Facial Beauty Prediction,ECCV HotOrNot,CNN features + Bayesian ridge regression,Pearson Correlation,TRUE,0.47,,,,,,0.47,0.47
Computer Vision,Facial Recognition and Modelling,Age-Invariant Face Recognition,CACDVS,AIM + CAFR,Accuracy,TRUE,0.98,,,0.98,0.98,0.99,1.00,1.00
Computer Vision,Facial Recognition and Modelling,Age-Invariant Face Recognition,MORPH Album2,AIM + CAFR,Rank-1 Recognition Rate,TRUE,1.00,,,,,,1.00,1.00
Computer Vision,Facial Recognition and Modelling,Age-Invariant Face Recognition,CAFR,AIM,Accuracy,TRUE,0.74,,,0.74,0.74,0.74,0.85,0.85
Computer Vision,Facial Recognition and Modelling,Age-Invariant Face Recognition,FG-NET,AIM,Accuracy,TRUE,0.93,,,,,,0.93,0.93
Computer Vision,Autonomous Vehicles,Pedestrian Attribute Recognition,PA-100K,HP-net,Accuracy,TRUE,0.72,,,,,0.72,0.72,0.72
Computer Vision,Autonomous Vehicles,Pedestrian Attribute Recognition,PETA,HP-net,Accuracy,TRUE,0.76,,,,,0.76,0.76,0.76
Computer Vision,Autonomous Vehicles,Pedestrian Attribute Recognition,RAP,HP-net,Accuracy,TRUE,0.65,,,,,0.65,0.65,0.65
Computer Vision,Object Detection,Object Skeleton Detection,SK-LARGE,DeepFlux,F-Measure,TRUE,0.72,,,,,,0.73,0.73
Computer Vision,Face Verification,Disguised Face Verification,Disguised Faces in the Wild,DisguiseNet,GAR @0.1% FAR,TRUE,23.25,,,,,,23.25,23.25
Computer Vision,Object Recognition,Depiction Invariant Object Recognition,Photo-Art-50,SwiDeN,Overall Accuracy,TRUE,0.93,,,,0.93,0.93,0.93,0.93
Computer Vision,Birds Eye View Object Detection,Birds Eye View Object Detection,KITTI Cars Moderate,PointPillars,AP,TRUE,0.86,,,,,,0.86,0.86
Computer Vision,Birds Eye View Object Detection,Birds Eye View Object Detection,KITTI Cyclists Moderate,PointPillars,AP,TRUE,0.62,,,,,,0.62,0.62
Computer Vision,Birds Eye View Object Detection,Birds Eye View Object Detection,KITTI Pedestrians Moderate,PointPillars,AP,TRUE,0.50,,,,,,0.50,0.50
Computer Vision,Safety Perception Recognition,Safety Perception Recognition,Google Street Images,CNN,Accuracy,TRUE,0.81,,,,,,,0.81
Computer Vision,Image Classification,Unsupervised image classification,STL-10,IIC,Accuracy,TRUE,0.61,,,,,,,0.61
Computer Vision,Image Classification,Unsupervised image classification,CIFAR-10,IIC,Accuracy,TRUE,61.70,,,,,,,61.70
Computer Vision,Image Classification,Unsupervised image classification,CIFAR-20,IIC,Accuracy,TRUE,25.70,,,,,,,25.70
Computer Vision,Image Classification,Unsupervised image classification,MNIST,IIC,Accuracy,TRUE,99.30,,,,,,,99.30
Computer Vision,Semantic Segmentation,Unsupervised semantic segmentation,COCO-Stuff-15,IIC,Accuracy,TRUE,27.70,,,,,,,27.70
Computer Vision,Semantic Segmentation,Unsupervised semantic segmentation,COCO-Stuff-3,IIC,Accuracy,TRUE,72.30,,,,,,,72.30
Computer Vision,Semantic Segmentation,Unsupervised semantic segmentation,Potsdam,IIC,Accuracy,TRUE,65.10,,,,,,,65.10
Computer Vision,Semantic Segmentation,Unsupervised semantic segmentation,Potsdam-3,IIC,Accuracy,TRUE,45.40,,,,,,,45.40
Computer Vision,Instance Segmentation,Human Instance Segmentation,OCHuman,Pose2Seg (plus ground-truth keypoints),AP,TRUE,0.55,,,,,,0.55,0.55
Computer Vision,Image Recognition,License Plate Recognition,Chinese License Plates,LPRNet basic,Accuracy,TRUE,0.95,,,,,,0.95,0.95
Computer Vision,Novel View Synthesis,Novel View Synthesis,KITTI Novel View Synthesis,Multi-view to Novel View,SSIM,TRUE,0.63,,,,,,0.63,0.63
Computer Vision,Novel View Synthesis,Novel View Synthesis,ShapeNet Car,Multi-view to Novel View,SSIM,TRUE,0.92,,,,,,0.92,0.92
Computer Vision,Novel View Synthesis,Novel View Synthesis,ShapeNet Chair,Multi-view to Novel View,SSIM,TRUE,0.90,,,,,,0.90,0.90
Computer Vision,Novel View Synthesis,Novel View Synthesis,Synthia Novel View Synthesis,Multi-view to Novel View,SSIM,TRUE,0.70,,,,,,0.70,0.70
Computer Vision,Object Detection,One-Shot Object Detection,COCO,Siamese Mask R-CNN,AP 0.5,TRUE,16.30,,,,,,16.30,16.30
Computer Vision,3D,3D Part Segmentation,ShapeNet-Part,3D-PointCapsNet,Accuracy,TRUE,86.00,,,,,,86.00,86.00
Computer Vision,Instance Segmentation,Real-time Instance Segmentation,MSCOCO,YOLACT,MAP,TRUE,29.80,,,,,,,29.80
Computer Vision,Facial Recognition and Modelling,Smile Recognition,DISFA,Deep CNN,Accuracy,TRUE,0.99,,,,0.99,0.99,0.99,0.99
Computer Vision,Image Classification,Document Image Classification,RVL-CDIP,Transfer Learning from VGG16 trained on Imagenet,Accuracy,TRUE,0.90,,,0.90,0.90,0.91,0.92,0.92
