Area,Parent Task,Task,Dataset,Best method name,Primary metric,Primary metric - is higher better?,Metric first reported value,Metric SOTA value in 2013,Metric SOTA value in 2014,Metric SOTA value in 2015,Metric SOTA value in 2016,Metric SOTA value in 2017,Metric SOTA value in 2018,Metric SOTA value in 2019,Papers all time,Papers in 2013,Papers in 2014,Papers in 2015,Papers in 2016,Papers in 2017,Papers in 2018,Papers in 2019,Papers with code all time,Papers with code in 2013,Papers with code in 2014,Papers with code in 2015,Papers with code in 2016,Papers with code in 2017,Papers with code in 2018,Papers with code in 2019
Computer Vision,Facial Recognition and Modelling,Face Alignment,AFLW-LFPA,FPN,Mean NME ,FALSE,3.86%,,,,,3.86%,2.93%,2.93%,2,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
Computer Vision,Object Detection,3D Object Detection,KITTI Cars Moderate,PointRCNN,AP,TRUE,65.11%,,,,,71.88%,75.42%,75.42%,8,0,0,0,0,3,5,0,6,0,0,0,0,3,3,0
Computer Vision,Object Detection,3D Object Detection,KITTI Cars Hard,PointRCNN,AP,TRUE,57.73%,,,,,66.38%,67.86%,67.86%,7,0,0,0,0,3,4,0,5,0,0,0,0,3,2,0
Computer Vision,Object Detection,3D Object Detection,KITTI Cars Easy,PC-CNN-V2,AP,TRUE,77.47%,,,,,81.94%,84.33%,84.33%,7,0,0,0,0,3,4,0,5,0,0,0,0,3,2,0
Computer Vision,Object Detection,3D Object Detection,KITTI Pedestrians Moderate,Frustum PointNets,AP,TRUE,33.69%,,,,,44.89%,44.89%,44.89%,5,0,0,0,0,3,2,0,4,0,0,0,0,3,1,0
Computer Vision,Object Detection,3D Object Detection,KITTI Cyclists Moderate,PointPillars,AP,TRUE,48.36%,,,,,56.77%,59.07%,59.07%,5,0,0,0,0,3,2,0,4,0,0,0,0,3,1,0
Computer Vision,Object Detection,3D Object Detection,KITTI Cyclists Easy,Frustum PointNets,AP,TRUE,61.22%,,,,,71.96%,71.96%,71.96%,4,0,0,0,0,3,1,0,3,0,0,0,0,3,0,0
Computer Vision,Object Detection,3D Object Detection,KITTI Pedestrians Hard,IPOD,AP,TRUE,31.51%,,,,,40.88%,42.39%,42.39%,4,0,0,0,0,3,1,0,3,0,0,0,0,3,0,0
Computer Vision,Object Detection,3D Object Detection,KITTI Pedestrians Easy,IPOD,AP,TRUE,39.48%,,,,,51.21%,56.92%,56.92%,4,0,0,0,0,3,1,0,3,0,0,0,0,3,0,0
Computer Vision,Object Detection,3D Object Detection,KITTI Cyclists Hard,Frustum PointNets,AP,TRUE,44.37%,,,,,50.39%,50.39%,50.39%,4,0,0,0,0,3,1,0,3,0,0,0,0,3,0,0
Computer Vision,Object Detection,3D Object Detection,SUN-RGBD,Frustum PointNets,MAP,TRUE,54.00%,,,,,54.00%,54.00%,54.00%,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Computer Vision,Object Detection,3D Object Detection,NYU Depth v2,SGPN-CNN,MAP,TRUE,41.3,,,,,41.3,41.3,41.3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Computer Vision,Semantic Segmentation,Real-Time Semantic Segmentation,Cityscapes,PSPNet,mIoU,TRUE,63.10%,,63.10%,67.10%,81.20%,81.20%,81.20%,81.20%,12,0,1,3,4,1,2,1,12,0,1,3,4,1,2,1
Computer Vision,Semantic Segmentation,Real-Time Semantic Segmentation,CamVid,PSPNet,mIoU,TRUE,61.60%,,61.60%,65.30%,69.10%,69.10%,69.10%,69.10%,6,0,1,2,1,1,1,0,6,0,1,2,1,1,1,0
Computer Vision,Image-to-Image Translation,Unsupervised Image-To-Image Translation,SVNH-to-MNIST,CyCADA pixel+feat,Classification Accuracy,TRUE,73.60%,,73.60%,73.60%,84.40%,90.40%,90.40%,90.40%,4,0,1,0,1,2,0,0,4,0,1,0,1,2,0,0
Computer Vision,Autonomous Vehicles,Pedestrian Detection,Caltech,CSP + CityPersons dataset,Reasonable Miss Rate,FALSE,20.9,,20.9,9.68,7.3,4,4,3.8,16,0,2,4,3,3,3,1,5,0,0,0,1,1,2,1
Computer Vision,Autonomous Vehicles,Pedestrian Detection,CityPersons,CSP (with offset) + ResNet-50,Reasonable MR^-2,FALSE,14.8,,,,,13.2,12,11,6,0,0,0,0,2,3,1,2,0,0,0,0,0,1,1
Computer Vision,Object Detection,Real-Time Object Detection,PASCAL VOC 2007,YOLO,FPS,TRUE,7,,,46,46,46,46,46,4,0,0,2,1,1,0,0,4,0,0,2,1,1,0,0
Computer Vision,Object Detection,Real-Time Object Detection,COCO,YOLOv3-tiny,FPS,TRUE,40,,,,40,40,220,220,2,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0
Computer Vision,Facial Recognition and Modelling,Facial Expression Recognition, Static Facial Expressions in the Wild,Covariance Pooling,Accuracy,TRUE,58.14%,,,,,,58.14%,58.14%,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Facial Recognition and Modelling,Facial Expression Recognition,Real-World Affective Faces,Covariance Pooling,Accuracy,TRUE,87.00%,,,,,,87.00%,87.00%,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Facial Recognition and Modelling,Facial Expression Recognition,Cohn-Kanade,Sequential forward selection,Accuracy,TRUE,88.70%,,,,,88.70%,88.70%,88.70%,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Computer Vision,Facial Recognition and Modelling,Facial Expression Recognition,MMI,DeXpression,Accuracy,TRUE,98.63%,,,98.63%,98.63%,98.63%,98.63%,98.63%,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Computer Vision,Pose Estimation,Multi-Person Pose Estimation,MPII Multi-Person,Regional Multi-Person Pose Estimation,AP,TRUE,59.40%,,,,82.10%,82.10%,82.10%,82.10%,7,0,0,0,6,1,0,0,7,0,0,0,6,1,0,0
Computer Vision,Pose Estimation,Multi-Person Pose Estimation,WAF,DeeperCut,AOP,TRUE,86.50%,,,86.50%,88.10%,88.10%,88.10%,88.10%,3,0,0,1,1,1,0,0,3,0,0,1,1,1,0,0
Computer Vision,Pose Estimation,Multi-Person Pose Estimation,COCO,HRNet-48,AP,TRUE,0.697,,,,,,0.697,0.77,2,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1
Computer Vision,Edge Detection,Edge Detection,SBD,CASENet,Maximum F-measure,TRUE,71.40%,,,,,71.40%,71.40%,71.40%,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Computer Vision,Edge Detection,Edge Detection,Cityscapes,CASENet,AP,TRUE,70.80%,,,,,70.80%,70.80%,70.80%,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Computer Vision,Video,Video Generation,TrailerFaces,PG-SWGAN-3D,FID,FALSE,404.1,,,,,,,404.1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Computer Vision,Video,Visual Object Tracking,VOT2017/18,SiamMask,Expected Average Overlap (EAO),TRUE,0.263,,,,0.28,0.323,0.38,0.38,8,0,0,0,2,1,5,0,6,0,0,0,2,0,4,0
Computer Vision,Hand,Hand Pose Estimation,NYU Hands,V2V-PoseNet,Average 3D Error,FALSE,12.7,,,,,8.42,8.42,8.42,5,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0
Computer Vision,Hand,Hand Pose Estimation,MSRA Hands,Dense Pixel-wise Estimation,Average 3D Error,FALSE,9.8,,,,,7.2,7.2,7.2,5,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0
Computer Vision,Hand,Hand Pose Estimation,ICVL Hands,V2V-PoseNet,Average 3D Error,FALSE,7.5,,,,,6.28,6.28,6.28,5,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0
Computer Vision,Hand,Hand Pose Estimation,HANDS 2017,V2V-PoseNet,Average 3D Error,FALSE,9.95,,,,,9.95,9.95,9.95,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Computer Vision,Pose Estimation,Keypoint Detection,COCO,HRNet-48,Validation AP,TRUE,60.5,,,,60.5,69.2,72.2,76.3,7,0,0,0,1,2,2,2,7,0,0,0,1,2,2,2
Computer Vision,Pose Estimation,Keypoint Detection, Pascal3D+,ConvNet + deformable shape model,Mean PCK,TRUE,48.5,,68.8,68.8,68.8,82.5,82.5,82.5,4,0,2,0,0,1,1,0,1,0,0,0,0,0,1,0
Computer Vision,Facial Recognition and Modelling,Face Identification,MegaFace,ArcFace + MS1MV2 + R100 + R,Accuracy,TRUE,70.49%,,,73.75%,73.75%,75.77%,98.35%,98.35%,5,0,0,2,0,1,2,0,4,0,0,2,0,1,1,0
Computer Vision,Facial Recognition and Modelling,Face Identification,IJB-A,Deep Residual Equivariant Mapping,Accuracy,TRUE,91.40%,,,,,91.40%,94.60%,94.60%,2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0
Computer Vision,Facial Recognition and Modelling,Face Identification,IJB-B,FPN,Accuracy,TRUE,91.10%,,,,,91.10%,91.10%,91.10%,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Computer Vision,Object Reconstruction,3D Object Reconstruction,Data3D−R2N2,MVD,Avg F1,TRUE,39.01,,,,48.58,48.58,66.39,66.39,5,0,0,0,2,1,2,0,4,0,0,0,1,1,2,0
Computer Vision,Image Classification,Few-Shot Image Classification,Mini-ImageNet - 5-Shot Learning,MetaOptNet-SVM,Accuracy,TRUE,55.30%,,,,55.30%,68.20%,75.50%,78.63%,9,0,0,0,1,2,4,2,9,0,0,0,1,2,4,2
Computer Vision,Image Classification,Few-Shot Image Classification,Mini-ImageNet - 1-Shot Learning,MetaOptNet-SVM,Accuracy,TRUE,43.60%,,,,43.60%,49.42%,61.20%,62.64%,9,0,0,0,1,2,5,1,8,0,0,0,1,2,4,1
Computer Vision,Image Classification,Few-Shot Image Classification,OMNIGLOT - 1-Shot Learning,Prototypical-Nets,Accuracy,TRUE,98.10%,,,,98.10%,98.80%,98.80%,98.80%,6,0,0,0,2,3,1,0,5,0,0,0,2,2,1,0
Computer Vision,Image Classification,Few-Shot Image Classification,OMNIGLOT - 5-Shot Learning,MAML,Accuracy,TRUE,99.50%,,,,99.50%,99.90%,99.90%,99.90%,6,0,0,0,2,3,1,0,5,0,0,0,2,2,1,0
Computer Vision,Image Classification,Few-Shot Image Classification,CUB-200 - 0-Shot Learning,Prototypical-Nets,Accuracy,TRUE,50.10%,,50.10%,50.10%,50.10%,54.60%,54.60%,54.60%,3,0,1,0,1,1,0,0,2,0,0,0,1,1,0,0
Computer Vision,Video,Video Super-Resolution,Vid4 - 4x upscaling,VSR-DUF,PSNR,TRUE,24.68,,24.68,24.68,25.35,25.88,27.31,27.31,10,0,1,1,2,1,4,1,9,0,1,0,2,1,4,1
Computer Vision,Video,Video Super-Resolution,Xiph HD - 4x upscaling,ESPCN,Average PSNR,TRUE,31.47,,31.47,31.47,31.67,31.67,31.67,31.67,2,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0
Computer Vision,Video,Video Super-Resolution,Ultra Video Group HD - 4x upscaling,ESPCN,Average PSNR,TRUE,37.52,,37.52,37.52,37.91,37.91,37.91,37.91,2,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0
Computer Vision,Video,Action Recognition In Videos,Charades,LFB NL,MAP,TRUE,24.1,,,,,25.2,42.5,42.5,4,0,0,0,0,2,2,0,1,0,0,0,0,1,0,0
Computer Vision,Object Detection,Weakly Supervised Object Detection,PASCAL VOC 2007,pipeline method,MAP,TRUE,39.3,,,39.3,42.8,47,51.2,51.2,9,0,0,1,2,4,2,0,4,0,0,1,1,1,1,0
Computer Vision,Object Detection,Weakly Supervised Object Detection,PASCAL VOC 2012,PCL-OB-G-Ens + FRCNN,MAP,TRUE,35.3,,,,37.9,42.5,44.2,44.2,6,0,0,0,2,3,1,0,3,0,0,0,1,1,1,0
Computer Vision,Object Detection,Weakly Supervised Object Detection,ImageNet,PCL-OB-G-Ens + FRCNN,MAP,TRUE,16.3,,,,16.3,16.3,19.6,19.6,4,0,0,0,1,2,1,0,2,0,0,0,0,1,1,0
Computer Vision,Object Detection,Weakly Supervised Object Detection,COCO,MSLPD,MAP,TRUE,43.5,,,43.5,47.9,56.6,56.6,56.6,4,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0
Computer Vision,Crowds,Crowd Counting,UCF CC 50,Cascaded-MTL,MAE,FALSE,322.8,,,,,322.8,322.8,322.8,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Computer Vision,Crowds,Crowd Counting,ShanghaiTech A,Cascaded-MTL,MAE,FALSE,101.3,,,,,101.3,101.3,101.3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Computer Vision,Crowds,Crowd Counting,ShanghaiTech B,Cascaded-MTL,MAE,FALSE,20,,,,,20,20,20,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Computer Vision,Facial Recognition and Modelling,3D Face Reconstruction,Florence,PRN,Mean NME ,FALSE,6.38%,,,6.38%,6.38%,5.27%,3.76%,3.76%,7,0,0,1,1,2,2,1,4,0,0,0,1,0,2,1
Computer Vision,Facial Recognition and Modelling,3D Face Reconstruction,AFLW2000-3D,PRN,Mean NME ,FALSE,5.37%,,,5.37%,5.37%,5.37%,3.96%,3.96%,3,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0
Computer Vision,Semantic Segmentation,Scene Segmentation,SUN-RGBD,DeepLab-LargeFOV,Mean IoU,TRUE,32.08,,32.08,32.08,32.08,32.08,32.08,32.08,3,0,1,1,1,0,0,0,3,0,1,1,1,0,0,0
Computer Vision,Semantic Segmentation,Scene Segmentation,ScanNet,3DMV,Average Accuracy,TRUE,60.20%,,,,60.20%,60.20%,75.00%,75.00%,2,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0
Computer Vision,Facial Recognition and Modelling,Face Generation,CelebA,COCO-GAN,FID,FALSE,7.3,,,,,7.3,7.3,5.74,2,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1
Computer Vision,Pose Estimation,6D Pose Estimation,LineMOD,PoseCNN + DeepIM,Accuracy,TRUE,83.90%,,,,,90.37%,97.50%,97.50%,5,0,0,0,0,3,2,0,4,0,0,0,0,2,2,0
Computer Vision,Pose Estimation,6D Pose Estimation,OccludedLINEMOD,PoseCNN + ICP,Accuracy,TRUE,76.70%,,,,76.70%,78.00%,78.00%,78.00%,3,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0
Computer Vision,Pose Estimation,6D Pose Estimation,YCB-Video,DenseFusion,Mean AUC,TRUE,93.00%,,,,,93.00%,93.00%,93.10%,3,0,0,0,0,2,0,1,2,0,0,0,0,1,0,1
Computer Vision,Pose Estimation,6D Pose Estimation,OCCLUSION,Single-shot deep CNN,MAP,TRUE,0.48,,,,,0.48,0.48,0.48,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0
Computer Vision,Pose Estimation,6D Pose Estimation,T-LESS,RetinaNet+Augmented Autoencoders+ICP,Accuracy,TRUE,57.14,,,,,,,57.14,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Computer Vision,Gaze Estimation,Gaze Estimation,MPII Gaze,RT-GENE 4 model ensemble,Angular Error,FALSE,4.3,,,,,,4.3,4.3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Gaze Estimation,Gaze Estimation,RT-GENE,RT-GENE 4 model ensemble,Angular Error,FALSE,7.7,,,,,,7.7,7.7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Gaze Estimation,Gaze Estimation,UT Multi-view,RT-GENE 4 model ensemble,Angular Error,FALSE,5.1,,,,,,5.1,5.1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Image Classification,Semi-Supervised Image Classification,"CIFAR-10, 4000 Labels",SWSA,Accuracy,TRUE,79.6,,,79.6,87.84,93.72,95,95,6,0,0,1,2,2,1,0,6,0,0,1,2,2,1,0
Computer Vision,Image Classification,Semi-Supervised Image Classification,"SVHN, 1000 labels",VAT+EntMin,Accuracy,TRUE,91.89,,,,95.58,96.14,96.14,96.14,4,0,0,0,2,2,0,0,4,0,0,0,2,2,0,0
Computer Vision,Image Classification,Semi-Supervised Image Classification,STL-10,IIC,Accuracy,TRUE,88.8,,,,,,,88.8,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Computer Vision,Emotion Recognition,Multimodal Emotion Recognition,IEMOCAP,CHFusion,F1,TRUE,55.30%,,,,,,55.30%,55.30%,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Emotion Recognition,Multimodal Emotion Recognition,Monologue,bc-LSTM,Accuracy,TRUE,74.10%,,,,,74.10%,74.10%,74.10%,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Computer Vision,Facial Recognition and Modelling,Facial Landmark Detection,300W,SAN GT,NME,FALSE,6.3,,,,,6.3,3.98,3.98,3,0,0,0,0,2,1,0,2,0,0,0,0,1,1,0
Computer Vision,Facial Recognition and Modelling,Facial Landmark Detection,AFLW-Full,SAN,Mean NME ,FALSE,1.91,,,,,,1.91,1.91,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Facial Recognition and Modelling,Facial Landmark Detection,AFLW-Front,SAN,Mean NME ,FALSE,1.85,,,,,,1.85,1.85,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Image-to-Image Translation,Synthetic-to-Real Translation,GTAV-to-Cityscapes Labels,Domain adaptation + ResNet-101,mIoU,TRUE,27.1,,,,27.1,39.5,43.2,43.2,7,0,0,0,1,3,3,0,6,0,0,0,1,2,3,0
Computer Vision,Object Localization,Weakly-Supervised Object Localization, CUB-200-2011,SPG,Top-1 Error Rate,FALSE,53.36,,,,,,53.36,53.36,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Object Localization,Weakly-Supervised Object Localization,ILSVRC 2015,SPG,Top-1 Error Rate,FALSE,51.4,,,,,,51.4,51.4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Object Localization,Weakly-Supervised Object Localization,ILSVRC 2016,SPG,Top-5 Error,FALSE,40,,,,,,40,40,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Image Classification,Fine-Grained Image Classification, CUB-200-2011,Inception-V3,Accuracy,TRUE,76.40%,,76.40%,85.10%,85.10%,88.70%,89.6,89.6,10,0,1,2,0,3,2,2,5,0,0,0,0,2,2,1
Computer Vision,Image Classification,Fine-Grained Image Classification,Stanford Cars,WS-DAN,Accuracy,TRUE,92.86%,,,,,93.30%,93.30%,94.50%,4,0,0,0,0,2,1,1,3,0,0,0,0,2,1,0
Computer Vision,Image Classification,Fine-Grained Image Classification,FGVC Aircraft,WS-DAN,Accuracy,TRUE,91.40%,,,,,91.40%,91.40%,93.00%,3,0,0,0,0,1,1,1,2,0,0,0,0,1,1,0
Computer Vision,Image Classification,Fine-Grained Image Classification,CompCars,A3M,Accuracy,TRUE,91.20%,,,91.20%,91.20%,91.20%,91.20%,95.40%,2,0,0,1,0,0,0,1,2,0,0,1,0,0,0,1
Computer Vision,Image Classification,Fine-Grained Image Classification,Stanford Dogs,WS-DAN,Accuracy,TRUE,83.75%,,,,,83.75%,83.75%,92.1,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
Computer Vision,Image Classification,Fine-Grained Image Classification,Oxford 102 Flowers,PC Bilinear CNN,Accuracy,TRUE,93.65%,,,,,93.65%,93.65%,93.65%,2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0
Computer Vision,Image Classification,Fine-Grained Image Classification,Caltech-101,AutoAugment,Top-1 Error Rate,FALSE,13.07%,,,,,,13.07%,13.07%,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Image Classification,Fine-Grained Image Classification,Oxford-IIIT Pets,AutoAugment,Top-1 Error Rate,FALSE,11.02%,,,,,,11.02%,11.02%,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Image Classification,Fine-Grained Image Classification,NABirds,PC-DenseNet-161,Accuracy,TRUE,82.79%,,,,,82.79%,82.79%,82.79%,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Computer Vision,Hyperspectral,Hyperspectral Image Classification,Indian Pines,BASSNet,Overall Accuracy,TRUE,96.77%,,,,96.77%,96.77%,96.77%,96.77%,3,0,0,0,1,1,1,0,3,0,0,0,1,1,1,0
Computer Vision,Hyperspectral,Hyperspectral Image Classification,Pavia University,St-SS-pGRU,Overall Accuracy,TRUE,97.48%,,,,97.48%,97.48%,98.44%,98.44%,3,0,0,0,1,1,1,0,3,0,0,0,1,1,1,0
Computer Vision,Autonomous Vehicles,Lane Detection,TuSimple,Spatial CNN,Accuracy,TRUE,96.40%,,,,,96.53%,96.53%,96.53%,4,0,0,0,0,2,2,0,4,0,0,0,0,2,2,0
Computer Vision,Autonomous Vehicles,Lane Detection,Caltech Lanes Washington,VPGNet,F1,TRUE,0.861,,,0.861,0.861,0.869,0.869,0.869,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
Computer Vision,Autonomous Vehicles,Lane Detection,Caltech Lanes Cordova,VPGNet,F1,TRUE,0.866,,,0.866,0.866,0.884,0.884,0.884,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
Computer Vision,Image Generation,Text-to-Image Generation,COCO,AttnGAN,Inception score,TRUE,8.45,,,,,25.89,25.89,25.89,3,0,0,0,0,2,0,1,3,0,0,0,0,2,0,1
Computer Vision,Image Generation,Text-to-Image Generation,CUB,AttnGAN,Inception score,TRUE,3.62,,,,3.62,4.36,4.36,4.36,3,0,0,0,1,2,0,0,2,0,0,0,0,2,0,0
Computer Vision,Image Generation,Text-to-Image Generation,Oxford 102 Flowers,StackGAN-v2,FID,FALSE,48.68,,,,,48.68,48.68,48.68,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Computer Vision,Image Generation,Text-to-Image Generation,MS-COCO,AttnGAN+OP,Inception score,TRUE,24.76,,,24.76,24.76,24.76,24.76,24.76,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Computer Vision,Autonomous Vehicles,Traffic Sign Recognition,Tsinghua-Tencent 100K,Background Threshold Model,MAP,TRUE,0.32,,,,,,0.32,0.32,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Autonomous Vehicles,Traffic Sign Recognition,Bosch Small Traffic Lights,Hierarchical + Background Threshold Model,MAP,TRUE,0.46,,,,,,0.46,0.46,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Autonomous Vehicles,Traffic Sign Recognition,GTSRB,MCDNN,Accuracy,TRUE,99.50%,99.50%,99.50%,99.50%,99.50%,99.50%,99.50%,99.50%,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0
Computer Vision,Trajectory Prediction,Trajectory Prediction,GPS,Support Vector Machines,Accuracy,TRUE,88%,88%,88%,88%,88%,88%,88%,88%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computer Vision,Object Detection,Object Proposal Generation,"PASCAL VOC 2012, 60 proposals per image",Recurrent Pixel Embedding,Average Recall,TRUE,0.667,,,,,0.814,0.814,0.814,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0
Computer Vision,Object Recognition,3D Object Recognition,ModelNet40,MVCNN-MultiRes,Accuracy,TRUE,93.80%,,,,93.80%,93.80%,93.80%,93.80%,3,0,0,0,2,1,0,0,3,0,0,0,2,1,0,0
Computer Vision,Human Part Segmentation,Human Part Segmentation,CIHP,Parsing R-CNN + ResNext101,Mean IoU,TRUE,55.8,,,,,,61.1,61.1,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0
Computer Vision,Human Part Segmentation,Human Part Segmentation,MHP v2.0,Parsing R-CNN + ResNext101,Mean IoU,TRUE,41.8,,,,,,41.8,41.8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Image Classification,Sequential Image Classification,Sequential MNIST,BN LSTM,Permuted Accuracy,TRUE,82%,,,88%,95.40%,95.40%,95.40%,95.40%,5,0,0,2,2,1,0,0,5,0,0,2,2,1,0,0
Computer Vision,Human Parsing,Multi-Human Parsing,MHP v1.0,NAN,AP 0.5,TRUE,52.68%,,,,,52.68%,57.09%,57.09%,4,0,0,0,0,3,1,0,4,0,0,0,0,3,1,0
Computer Vision,Human Parsing,Multi-Human Parsing,MHP v2.0,NAN,AP 0.5,TRUE,14.90%,,,,,17.99%,25.14%,25.14%,3,0,0,0,0,2,1,0,3,0,0,0,0,2,1,0
Computer Vision,Human Parsing,Multi-Human Parsing,PASCAL-Person-Part,NAN,AP 0.5,TRUE,38.80%,,,38.80%,38.80%,40.60%,59.70%,59.70%,3,0,0,1,0,1,1,0,2,0,0,1,0,0,1,0
Computer Vision,Pose Estimation,Head Pose Estimation,BIWI,Multi-Loss ResNet50,MAE,FALSE,19.068,,,19.068,19.068,4.895,4.895,4.895,4,0,0,1,0,3,0,0,2,0,0,0,0,2,0,0
Computer Vision,Pose Estimation,Head Pose Estimation,AFLW2000,Multi-Loss ResNet50,MAE,FALSE,7.393,,,7.393,7.393,6.155,6.155,6.155,3,0,0,1,0,2,0,0,2,0,0,0,0,2,0,0
Computer Vision,3D,3D Object Classification,ModelNet40,3D-PointCapsNet,Classification Accuracy,TRUE,89.30%,,,,,,89.30%,89.30%,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Image-to-Image Translation,Multimodal Unsupervised Image-To-Image Translation,Edge-to-Shoes,MUNIT,Diversity,TRUE,0.011,,,,,0.104,0.109,0.109,4,0,0,0,0,3,1,0,4,0,0,0,0,3,1,0
Computer Vision,Image-to-Image Translation,Multimodal Unsupervised Image-To-Image Translation,Edge-to-Handbags,MUNIT,Diversity,TRUE,0.023,,,,,0.14,0.175,0.175,4,0,0,0,0,3,1,0,4,0,0,0,0,3,1,0
Computer Vision,Image-to-Image Translation,Multimodal Unsupervised Image-To-Image Translation,Cats-and-Dogs,MUNIT,CIS,TRUE,0.115,,,,,0.115,1.039,1.039,3,0,0,0,0,2,1,0,3,0,0,0,0,2,1,0
Computer Vision,Facial Recognition and Modelling,Age Estimation,MORPH Album2,CORAL,MAE,TRUE,2.42±0.01,,,,2.42±0.01,2.42±0.01,2.42±0.01,2.59,2,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1
Computer Vision,Facial Recognition and Modelling,Age Estimation,FGNET,CMAAE-OR,MAE,FALSE,3.62,,,,,,3.62,3.62,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Facial Recognition and Modelling,Age Estimation,MORPH,CMAAE-OR,MAE,FALSE,1.48,,,,,,1.48,1.48,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Facial Recognition and Modelling,Age Estimation,AFAD,CORAL,MAE,TRUE,3.48,,,,,,,3.48,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Computer Vision,Facial Recognition and Modelling,Age Estimation,CACD,CORAL,MAE,TRUE,5.35,,,,,,,5.35,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Computer Vision,Facial Recognition and Modelling,Age Estimation,ChaLearn 2015,DLDL+VGG-Face,MAE,FALSE,3.51,,,,3.51,3.51,3.51,3.51,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Computer Vision,Facial Recognition and Modelling,Age Estimation,UTKFace,CORAL,MAE,TRUE,5.39,,,,,,,5.39,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
